Clinic,Address,City,State,Zip,Treatment center,Detection center,Currently live in latest run,First seen by monitor,Last seen by monitor,Phone,Website,Providers,Epioxa facility ID
UCLA Stein Eye Institute,"662 Gayley Avenue, Los Angeles, CA 90024",Los Angeles,CA,90024,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+15739282917,https://www.uclahealth.org/hospitals/reagan?utm_source=google&utm_medium=Yext,,fbf64ac7-acd4-42f8-8f35-14a310069402
UK Advanced Eye Care,"2540 Research Park Dr, Lexington, KY 40536",Lexington,KY,40536,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18594702472,https://ukhealthcare.uky.edu/advanced-eye-care,Seema Capoor; Douglas Katz; Manokamna Agarwal; Bradford Tannen,6b5f56ce-6b26-4780-922d-e006eefeeb08
UMSL Optometry School,"7840 Natural Bridge Road, St. Louis, MO 63121",St. Louis,MO,63121,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13142286170,https://eyecare.umsl.edu/about-us/choose-umsl-eye-care/,Jessica TU OD; Emily Gum OD,bd19f005-7f00-4f6d-8df2-caa552e36595
University Medical Center,"2000 Canal Street, New Orleans, LA 70112",New Orleans,LA,70112,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+15047320558,https://www.lcmchealth.org/university-medical-center-new-orleans/,,82e38780-4511-417a-bb09-bd3a2492eac2
University Mississippi Medical Center,"2500 N State St. - LP- Building, Jackson, MS 39216",Jackson,MS,39216,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12182272400,https://www.umc.edu/eye,Roya Attar OD,b820353d-3975-47df-aefd-f32d3366ae61
University of Michigan-Brighton Center,"7500 Challis Road, Brighton, MI 48116",Brighton,MI,48116,No,Yes,Yes,2026-07-18T21:18:20+00:00,2026-08-16T12:25:42+00:00,+17349771572,https://www.uofmhealth.org/locations-list/ophthalmology-clinic-brighton-center-specialty-care,,7e2a376b-d0d7-4729-9239-b32754bb0721
University of Michigan-Canton,"1051 North Canton Center Road, Canton Township, MI 48187",Canton Township,MI,48187,No,Yes,Yes,2026-07-18T21:18:20+00:00,2026-08-16T12:25:42+00:00,+17343611056,,,9f749da6-1b64-461a-ae83-ae08b5e0f8b3
University of Michigan-Wall Street,"1000 Wall Street, Ann Arbor, MI 48105",Ann Arbor,MI,48105,No,Yes,Yes,2026-07-18T21:18:20+00:00,2026-08-16T12:25:42+00:00,+17345931397,,,930b58f6-3a13-430e-b0fc-2b0e5e7043fe
University of Minnesota Health - Eye Care,"516 Delaware Street SE / 9th Floor, Minneapolis, MN 55455",Minneapolis,MN,55455,Yes,Yes,Yes,2026-07-24T13:24:06+00:00,2026-08-16T12:25:42+00:00,+16123244416,,,3dc55d70-cf2e-49a5-8e66-1e6709388b55
UPENN Scheie Eye Cornea,"51 N 39th Street, Philadelphia, PA 19104",Philadelphia,PA,19104,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12154342233,https://www.pennmedicine.org/locations/penn-presbyterian-medical-center,Stephen Orlin MD; Kristin Hammersmith MD; Stephen Armenti MD; Christina Moon MD; Parveen Nagra MD; Matthew Santos MD; Angela Gupta MD,aeafe9f0-0ae0-4664-8343-064591c28345
USC Roski Eye Institute,"1500 San Pablo St., Los Angeles, CA 90033",Los Angeles,CA,90033,Yes,No,Yes,2026-07-18T21:18:20+00:00,2026-08-16T12:25:42+00:00,+13237666923,https://keck.usc.edu/ophthalmology/,,34dc18f2-857f-4f0e-b8f3-9eef073a7f77
Utah Eye Centers,"1025 East 3300 South, Salt Lake City, UT 84106",Salt Lake City,UT,84106,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18017973002,https://life.utaheyecenters.com/,Bradley Anderson,802b17ce-345a-467e-b6f4-4d70f9f16a34
Utah Eye Centers - Bountiful,"4360 Washington Blvd, Ogden, UT 84403-1866",Ogden,UT,84403-1866,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18015162716,http://www.utaheyecenters.com/lasik/,Brock Hansen MD; Kiana Rigby; Devin Farr,0128987f-89fe-4f7f-8644-bf1d4e1e0270
Utah Eye Centers - Ogden,"214 West 1500 South / Ste 300, Bountiful, UT 84010",Bountiful,UT,84010,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18013486825,,Brock Hansen MD; Devin Farr,cd7de1ba-0ed2-474f-87eb-144c965292fb
Utah Eye Centers - Pleasant Grove,"1972 West Grove Parkway, Pleasant Grove, UT 84062",Pleasant Grove,UT,84062,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18016664158,https://life.utaheyecenters.com/locations/pleasantgrove/,David Griffin,e505daae-537a-4d81-bfee-43263cf10a0f
UW Health Eye Care,"1 South Park, Madison, WI 53715",Madison,WI,53715,No,Yes,Yes,2026-07-24T13:24:06+00:00,2026-08-16T12:25:42+00:00,+16084202761,http://www.uwhealth.org/eyecare/conditions-and-treatments/10778,,3ae4a09c-032b-4c0b-9304-f9243e3a25ce
Vance  Thompson Vision - Alexandria,"2600 Jefferson Street, Alexandria, MN 56308",Alexandria,MN,56308,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13203616304,https://www.vancethompsonvision.com/locations/alexandria,,d61af03b-ccf3-48e5-9c53-474cfd29cb76
Vance Thompson Vision,"2975 Ginnala Drive / Suite 120, Loveland, CO 80538",Loveland,CO,80538,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19705195544,https://www.vancethompsonvision.com/locations/northern-colorado,Cullen Ryburn,be7f32cc-6570-48ed-911f-152332290886
Vance Thompson Vision - Billings,"1747 Poly Drive, Billings, MT 59102",Billings,MT,59102,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16292918254,https://www.vancethompsonvision.com/locations/billings,,0f356075-ca49-4067-b2a4-87d82672ad83
Vance Thompson Vision - Bozeman,"1925 N 22nd Ave. - Suite 201, Bozeman, MT 59718",Bozeman,MT,59718,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+14067294908,,,fda612a5-b24a-44a0-82ce-909521d600ed
Vance Thompson Vision - Fargo,"354 23rd Ave East, West Fargo, ND 58078",West Fargo,ND,58078,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12183082993,Vancethompsonvision.com,Michael Greenwood MD; Brooke Messer OD FAAO FSLS; Nick Risbrudt OD; Seth Stofferahn OD,2ffea064-8a9f-4cf0-95a8-6b4bda33fd9b
Vance Thompson Vision - Sioux Falls,"3101 W 57th St., Sioux Falls, SD 57108",Sioux Falls,SD,57108,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16056335981,https://www.vancethompsonvision.com/locations/sioux-falls,,ca03bf18-2ec5-4717-af75-41c3697d8f71
"Vance Thompson Vision Cedar Rapids, IA","1136 H Avenue Northeast, Cedar Rapids, IA 52402",Cedar Rapids,IA,52402,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13195594923,https://www.vancethompsonvision.com/locations/cedar-rapids,Caroline Wilson,1911cc10-06f2-46ca-a51e-920ab4641ea9
"Vance Thompson Vision Omaha, NE","4909 S. 118th St, Omaha, NE 68137",Omaha,NE,68137,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+14022828343,https://www.vancethompsonvision.com/locations/omaha,Kristen Walton OD; Lawrence Nguyen OD; John Goertz OD; Brandon Baartman MD,4b68a6df-2b5d-46dc-b3d5-2100da969ac6
VIctoria Eye Center,"107 James Coleman Dr, Victoria, TX 77904",Victoria,TX,77904,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13613264445,http://victoriaeyecenter.com/services,Peter Lam,266ebb04-686a-48db-991b-9416c4f9273e
Vision Care Center of Hawaii,"94-050 Farrington Highway, Waipahu, HI 96797",Waipahu,HI,96797,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18085635693,https://www.visioncarecenters.com,,311d811e-69c2-4f59-8de9-c7ec1d983baf
Vision Source Insight Eyecare,"5380 Roswell Road Northeast, Atlanta, GA 30342",Atlanta,GA,30342,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+14042366697,www.visionsource-insight.com,Rachael Sweeney; Jonathan Chen,eb09b9bf-1a5f-4623-ab7f-64189d297886
Vision Source Signature Eye Care,"5 Sunrise Plaza, Valley Stream, NY 11580",Valley Stream,NY,11580,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16318174266,https://visionforlifeod.com/,Aleksandra Wianecka; Christopher Vissicchio,d90b891e-2375-4c76-bd44-91d26782389a
Vision Source Signature Eyecare of Babylon,"66 Deer Park Avenue, Babylon, NY 11702",Babylon,NY,11702,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16318142490,https://www.visionforlifeod.com/,Kelsey Jones,848ee94b-6e8f-4610-94a3-14b68616d46d
Vision Source Signature Eyecare of Huntington,"374 New York Avenue, Huntington, NY 11743",Huntington,NY,11743,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16315023931,https://visionforlifeod.com/locations/vision-source-signature-eyecare-of-huntington/,Corinne Blum,af9545b8-7abb-4126-af7e-5f3c760b0091
Vision Specialists of Annapolis,"116 Defense Highway, Annapolis, MD 21401",Annapolis,MD,21401,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+14108737147,https://www.annapolis.vision/,,5a4615f2-d655-4156-a551-eaede92c0f89
Vision Therapy Institute of South Carolina,"3618 Sunset Boulevard, West Columbia, SC 29169",West Columbia,SC,29169,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18037468321,visiontherapysc.com,"Kate Davis, OD",89b5aafd-94d8-4e7f-ac03-454545c77625
Visionare Eye Care,"16860 Sheridan Parkway, Broomfield, CO 80023",Broomfield,CO,80023,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+17209543312,https://www.visionaryeyecareco.com/,Kaitlin Fossee; Tiffany Gates,ed02b865-1b59-4541-9a96-a93f34ac9def
Visionary Eye Doctors,"11300 Rockville Pike / Suite 1202, Rockville, MD 20852",Rockville,MD,20852,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13013643978,https://www.voeyedr.com,,549ba2a1-ec23-440b-bb32-97a08a241b68
VisionPro Optometry,"8400 Rosedale Highway, Bakersfield, CA 93312",Bakersfield,CA,93312,No,Yes,Yes,2026-08-04T13:55:18+00:00,2026-08-16T12:25:42+00:00,+16615365758,https://www.visionprooptometry.com/,,ddce1a54-4b23-4000-9fbb-f48489c0b754
Vistar Eye Center,"3320 Franklin Road SW, Roanoke, VA 24014",Roanoke,VA,24014,Yes,No,Yes,2026-07-30T13:44:50+00:00,2026-08-16T12:25:42+00:00,+15405155083,https://www.vistareye.com/locations/roanoke-franklin-road/,Stuart Tims MD,44e0511f-7450-410b-9ddc-6b8437cf2178
Vistar Eye Center - Botetourt,"70 Summerfield Court, Roanoke, VA 24019",Roanoke,VA,24019,No,Yes,Yes,2026-08-08T12:34:16+00:00,2026-08-16T12:25:42+00:00,+15405834233,https://www.vistareye.com/locations/botetourt/,Mac Scothorn OD,b1242083-ce47-4613-ab04-0849b3a0ae40
Wang Vision Institute,"1801 W End Ave / Suite 1150, Nashville, TN 37203",Nashville,TN,37203,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16155023920,https://wangvisioninstitute.com/,Abhilash Guduru; Kyle Jones; David Zimmerman; Jake Wysiadlowski,722591cf-c83e-4a33-8664-c9b9fca9d5de
Washington Eye Doctors,"5454 Wisconsin Avenue, Chevy Chase, MD 20815",Chevy Chase,MD,20815,No,Yes,No,2026-08-01T13:05:04+00:00,2026-08-10T12:53:51+00:00,+12605303652,https://www.washingtoneyedoctors.com/chevy-chase-eye-doctor/?utm_source=OffSite&utm_medium=GMB,,e3959d6f-f4bd-4c68-9aa5-d9f9b13ba35a
Washington Eye Doctors,"900 17th Street Northwest, Washington, DC 20006",Washington,DC,20006,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+15706846799,https://www.washingtoneyedoctors.com/about/,,2600b294-15ac-42fb-bc24-cf1c2b65bbe8
Washington Eye Institute,"7500 Greenway Center Drive / Ste 300, Greenbelt, MD 20770",Greenbelt,MD,20770,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13018571754,https://washingtoneyeinstitute.com,,43239cbd-3d9f-4f62-bfa7-6d20bae6aec9
Weill Cornell,"1305 York Ave / 11th Floor, New York, NY 10021",New York,NY,10021,Yes,No,Yes,2026-07-30T13:44:50+00:00,2026-08-16T12:25:42+00:00,+16468493163,https://weillcornell.org/services/ophthalmology,"Jessica Ciralsky MD; Ana Fernandez; Christopher Starr, MD; Edward Lai MD; Matthew Nguyen MD; Kimberly Sippel MD; Nadia Haqqie MD",f45f5d97-762d-4739-8cd5-317b1d05117b
Western Mass Eye Care & Eyewear Gallery,"53 Court Street, Westfield, MA 01085",Westfield,MA,01085,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+14134086115,westernmasseyecare.com,,c3b790a2-4cd5-4556-b0b3-9cce55b413ba
Weston Contact Lens Institute,"2863 Executive Park Drive, #103, Weston, FL 33331",Weston,FL,33331,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12182741158,miamicontactlens.com,Elise Kramer,8a1f32ef-f011-4d57-81f9-c71ef8c312e3
White Eye Asssociates,"301 Bowman Gray Drive, Greenville, NC 27834",Greenville,NC,27834,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12524400612,http://whiteeye.net/,Charles Pophal MD,1a8989ba-7fe8-4691-aae9-25e85414812f
Williamson Eye Center,"USE-9001 Summa Ave, Suite 245 Baton Rouge, LA 70809, Baton Rouge, LA 70806",Baton Rouge,LA,70806,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12254632073,https://www.williamsoneyectr.com/locations/baton-rouge-bluebonnet-campus/?y_source=1_MTQ3ODIxNTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Josh Davidson,d0fcc662-7c27-4e28-9ddf-40c261516ac7
Wills Eye Hospital Cornea Division,"840 Walnut Street / Suite 920, Philadelphia, PA 19107",Philadelphia,PA,19107,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+15314144012,,Chris Rapuano MD; Beeran Meghpara; Zeba Syed; Aditya Kanesa-Thasan; Nicholas Hadjokas MD,88058ce5-c2be-42df-8bb7-e3c590ac8f8f
Wilmington Eye,"1729 New Hanover Medical Park, Wilmington, NC 28403",Wilmington,NC,28403,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19106684069,https://wilmingtoneye.com/specialties/cornea/,Clark Springs,8b298c58-94aa-48b2-bdf5-e518478edee3
WVU Eye Institute,"1 Medical Center Dr / Dept 8045, Morgantown, WV 26506",Morgantown,WV,26506,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13047733598,http://wvumedicine.org/hospitals-and-institutes/eye-institute/corneal-and-external-diseases/,Lingo Lai; Thomas Mauger MD,37a598de-b21b-4db1-85b6-d350916f0968
